rvvCode; blackCode; zoneCode; textSigns;;;;;;Naam; Snelheid;Zonebord;Soort onderbord;atrtribuutnaam 1;Waarde onderbord 1;atrtribuutnaam 2;Waarde onderbord 2
A1;15;;PARKEREN ALLEEN IN DE VAKKEN;7 km;;;;;A1;15;;Parkeerinstructie;Omschrijving;PARKEREN ALLEEN IN DE VAKKEN;;
A1;15;;parkeren alleen in de vakken;7km;;;;;A1;15;;Parkeerinstructie;Omschrijving;parkeren alleen in de vakken;;
A1;15;;Parkeren alleen in de vakken;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Parkeren alleen in de vakken;;
A1(Zone);30;;parkeren alleen in vakken;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;parkeren alleen in vakken;;
A1(Zone);30;;Parkeren alleen t.b.v. aanwonenden;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Parkeren alleen t.b.v. aanwonenden;;
A1(Zone);30;;parkeren alleen toegestaan voor  aanwonenden;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;parkeren alleen toegestaan voor  aanwonenden;;
A1(Zone);30;;Parkeren alleen voor aanwonenden;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Parkeren alleen voor aanwonenden;;
A1;15;;parkeren alleen voor bewoners;;;;;;A1;15;;Parkeerinstructie;Omschrijving;parkeren alleen voor bewoners;;
A1(Zone);30;;Parkeren alleen voor bewoners;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Parkeren alleen voor bewoners;;
A1;15;;parkeren bezoekers en laden/lossen alleen in de daarvoor bestemde parkeervakken;;;;;;A1;15;;Parkeerinstructie;Omschrijving;parkeren bezoekers en laden/lossen alleen in de daarvoor bestemde parkeervakken;;
A1;15;;Parkeren binnen de vakken;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Parkeren binnen de vakken;;
A1;10;;parkeren en betreden op eigen risico;;;;;;A1;10;;Parkeerinstructie;Omschrijving;parkeren en betreden op eigen risico;;
A2(Zone);30;;PARKEREN IN DE BERM VERBODEN art.5.10 APV Rheden;;;;;;A2;30;Zone;Parkeerinstructie;Omschrijving;PARKEREN IN DE BERM VERBODEN art.5.10 APV Rheden;;
A1;15;;parkeren in de vakken;;;;;;A1;15;;Parkeerinstructie;Omschrijving;parkeren in de vakken;;
A1;15;;Parkeren in de vakken;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Parkeren in de vakken;;
A1;15;;PARKEREN IN DE VAKKEN;;;;;;A1;15;;Parkeerinstructie;Omschrijving;PARKEREN IN DE VAKKEN;;
A1;15;;parkeren in de vakken;;;;;;A1;15;;Parkeerinstructie;Omschrijving;parkeren in de vakken;;
A1;60;;parkeren MH 17;;;;;;A1;60;;Parkeerinstructie;Omschrijving;parkeren MH 17;;
A1;15;;Parkeren onleesbaar;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Parkeren onleesbaar;;
A1(Zone);30;;parkeren onleesbaar op onleesbaar;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;parkeren onleesbaar op onleesbaar;;
A1;15;;Parkeren op eigen risico;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Parkeren op eigen risico;;
A1;15;;Parkeren op eigen risico;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Parkeren op eigen risico;;
A1;30;;Parkeren op terrein op eigen risico;;;;;;A1;30;;Parkeerinstructie;Omschrijving;Parkeren op terrein op eigen risico;;
A1(Zone);30;;Parkeren Sporthal en Zwembad Rechtdoor;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Parkeren Sporthal en Zwembad Rechtdoor;;
A1(Zone);30;;parkeren toegestaan industrieterrein Prins Reinierpoider;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;parkeren toegestaan industrieterrein Prins Reinierpoider;;
A1;50;;Parkeren uitgezonderd ma t/m vrij 06.00-18.00 uur;;;;;;A1;50;;Parkeerinstructie;Omschrijving;Parkeren uitgezonderd ma t/m vrij 06.00-18.00 uur;;
A1(Zone);30;;Parkeren uitgezonderd ma t/m vrij 06.00-18.00 uur;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Parkeren uitgezonderd ma t/m vrij 06.00-18.00 uur;;
A1;15;;Parkeren uitsluitend in de vakken;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Parkeren uitsluitend in de vakken;;
A1;5;;PARKEREN UITSLUITEND IN DE VAKKEN;;;;;;A1;5;;Parkeerinstructie;Omschrijving;PARKEREN UITSLUITEND IN DE VAKKEN;;
A1(Zone);30;;parkeren uitsluitend in de vakken;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;parkeren uitsluitend in de vakken;;
A1(Zone);30;;Parkeren uitsluitend in de vakken;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Parkeren uitsluitend in de vakken;;
A1;15;;parkeren uitsluitend voor medewerkers en bezoekers ASVZ;;;;;;A1;15;;Parkeerinstructie;Omschrijving;parkeren uitsluitend voor medewerkers en bezoekers ASVZ;;
A1;30;;PARTICULAR TERREIN VERBODEN VOOR ONBEVOEGDEN;;;;;;A1;30;;Vrije tekst;Omschrijving;PARTICULAR TERREIN VERBODEN VOOR ONBEVOEGDEN;;
A1;15;;PARTICULIER TERREIN onleesbaar;;;;;;A1;15;;Vrije tekst;Omschrijving;PARTICULIER TERREIN onleesbaar;;
A1(Zone);30;;partnergemeente RHEINE (D) EUREGIO;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;partnergemeente RHEINE (D) EUREGIO;;
A1;50;;Partnerstad van HÃÂ¼rth (D) en Thetford (GB);;;;;;A1;50;;Vrije tekst;Omschrijving;Partnerstad van HÃÂ¼rth (D) en Thetford (GB);;
A1(Zone);30;;Partnerstad van HÃÂ¼rth (D) en Thetford (GB);;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Partnerstad van HÃÂ¼rth (D) en Thetford (GB);;
A1;50;;Partnerstad van HÃÂ¼rth (D)en Thetford (GB);;;;;;A1;50;;Vrije tekst;Omschrijving;Partnerstad van HÃÂ¼rth (D)en Thetford (GB);;
A1(Zone);30;;Partnerstad van HÃÂ¼rth (D)en Thetford (GB);;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Partnerstad van HÃÂ¼rth (D)en Thetford (GB);;
A1;50;;Partnerstad van HÃÂ¼rth(D)en Thetford(GB);;;;;;A1;50;;Vrije tekst;Omschrijving;Partnerstad van HÃÂ¼rth(D)en Thetford(GB);;
A1;30;;Pas op ! Spelende kinderen;;;;;;A1;30;;Waarschuwing;Omschrijving;Pas op ! Spelende kinderen;;
A1(Zone);30;;Pas op !! spelende kinderen;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;Pas op !! spelende kinderen;;
A1;30;;PAS OP DREMPELS;;;;;;A1;30;;Waarschuwing;Omschrijving;PAS OP DREMPELS;;
A1;50;;PAS OP MAMA FLITSER;;;;;;A1;50;;Vrije tekst;Omschrijving;PAS OP MAMA FLITSER;;
A4;30;;Pas op obstakels in de berm;;;;;;A4;30;;Waarschuwing;Omschrijving;Pas op obstakels in de berm;;
A2(Zone);30;;pas op schoolroute;;;;;;A2;30;Zone;Waarschuwing;Omschrijving;pas op schoolroute;;
A1(Zone);30;;Pas op Spelende kinderen;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;Pas op Spelende kinderen;;
A1;30;;Pas op! Automatische slagboom en uitrit;;;;;;A1;30;;Waarschuwing;Omschrijving;Pas op! Automatische slagboom en uitrit;;
A1;15;;PAS OP! DREMPELS;;;;;;A1;15;;Waarschuwing;Omschrijving;PAS OP! DREMPELS;;
A1(Zone);30;;PAS OP! DREMPELS;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;PAS OP! DREMPELS;;
A1(Zone);60;;pas op! drempels;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;pas op! drempels;;
A1;15;;Pas op! heftrucks;;;;;;A1;15;;Waarschuwing;Omschrijving;Pas op! heftrucks;;
A1;15;;pas op! kinderen;;;;;;A1;15;;Waarschuwing;Omschrijving;pas op! kinderen;;
A4;30;;Pas op! obstakels in de berm;;;;;;A4;30;;Waarschuwing;Omschrijving;Pas op! obstakels in de berm;;
A1;50;;Pas op!! in-uitrit bouwverkeer;;;;;;A1;50;;Waarschuwing;Omschrijving;Pas op!! in-uitrit bouwverkeer;;
A1;15;;pas op!!! spelende kinderen;;;;;;A1;15;;Waarschuwing;Omschrijving;pas op!!! spelende kinderen;;
A1(Zone);60;;passeerstroken gebruiken;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;passeerstroken gebruiken;;
A4;30;;pkf;;;;;;A4;30;;Vrije tekst;Omschrijving;pkf;;
A1;30;;Prive parkeerplaats Lemkes;;;;;;A1;30;;Parkeerinstructie;Omschrijving;Prive parkeerplaats Lemkes;;
A1(Zone);60;;Provincie Noord-Holland dienst W.V.V. 50 m;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Provincie Noord-Holland dienst W.V.V. 50 m;;
A1;50;;Radar controle;;;;;;A1;50;;Vrije tekst;Omschrijving;Radar controle;;
A1;50;;radar- controle;;;;;;A1;50;;Vrije tekst;Omschrijving;radar- controle;;
A1;50;;RADAR- CONTROLE;;;;;;A1;50;;Vrije tekst;Omschrijving;RADAR- CONTROLE;;
A1;50;;radarcontrole;;;;;;A1;50;;Vrije tekst;Omschrijving;radarcontrole;;
A1;50;;Radarcontrole;;;;;;A1;50;;Vrije tekst;Omschrijving;Radarcontrole;;
A1(Zone);30;;rechts gaat voor;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;rechts gaat voor;;
A1(Zone);30;;Rechts heeft voorrang;4 m;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Rechts heeft voorrang;;
A1(Zone);30;;Rechts heeft voorrang!; grote grazers;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Rechts heeft voorrang!;;
A1;15;;rechts houden;;;;;;A1;15;;Vrije tekst;Omschrijving;rechts houden;;
A1(Zone);60;;Recke Partner gemeente;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Recke Partner gemeente;;
A2(Zone);60;;Recke Partner gemeente;;;;;;A2;60;Zone;Vrije tekst;Omschrijving;Recke Partner gemeente;;
A1(Zone);30;;Recke Partnergemeente;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Recke Partnergemeente;;
A4;30;;recreatie;;;;;;A4;30;;Vrije tekst;Omschrijving;recreatie;;
A4;40;;Recreatie;;;;;;A4;40;;Vrije tekst;Omschrijving;Recreatie;;
A4;30;;RECREATIE GEBIED;;;;;;A4;30;;Vrije tekst;Omschrijving;RECREATIE GEBIED;;
A4;50;;Recreatiegebied;;;;;;A4;50;;Vrije tekst;Omschrijving;Recreatiegebied;;
A1;30;;recreatiepark;;;;;;A1;30;;Vrije tekst;Omschrijving;recreatiepark;;
A1;15;;Recypack BV;;;;;;A1;15;;Vrije tekst;Omschrijving;Recypack BV;;
A1;15;;Report at gateman;;;;;;A1;15;;Vrije tekst;Omschrijving;Report at gateman;;
A1(Zone);60;;Rienks Agra bereikbaar;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Rienks Agra bereikbaar;;
A1;30;;Rij rustig ! Denk aan omwonenden !;;;;;;A1;30;;Vrije tekst;Omschrijving;Rij rustig ! Denk aan omwonenden !;;
A4;50;;rijbaan- versmalling;;;;;;A4;50;;Vrije tekst;Omschrijving;rijbaan- versmalling;;
A1(Zone);30;;Rijd niet door... Rechts gaat voor !;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Rijd niet door... Rechts gaat voor !;;
A1;50;;Rijdt u nu 50?;;;;;;A1;50;;Vrije tekst;Omschrijving;Rijdt u nu 50?;;
A1;50;;Rijdt u nu ok 50?;;;;;;A1;50;;Vrije tekst;Omschrijving;Rijdt u nu ok 50?;;
A1;50;;Rijdt u nu ook 50 ? onlessbaar;;;;;;A1;50;;Vrije tekst;Omschrijving;Rijdt u nu ook 50 ? onlessbaar;;
A1;50;;Rijdt u nu ook 50?;;;;;;A1;50;;Vrije tekst;Omschrijving;Rijdt u nu ook 50?;;
A1(Zone);60;;RIJKSGRENS;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;RIJKSGRENS;;
A3;;;RING Amsterdam;;;;;;A3;;;Vrije tekst;Omschrijving;RING Amsterdam;;
A3;;;Ritsen na 150 meter;;;;;;A3;;;Vrije tekst;Omschrijving;Ritsen na 150 meter;;
A3;;;ritsen na 300 m;;;;;;A3;;;Vrije tekst;Omschrijving;ritsen na 300 m;;
A3;;;ritsen na 400 m;;;;;;A3;;;Vrije tekst;Omschrijving;ritsen na 400 m;;
A3;;;ritsen vanaf hier;;;;;;A3;;;Vrije tekst;Omschrijving;ritsen vanaf hier;;
A1;15;;ROLSTOELEN OP DE WEG;;;;;;A1;15;;Vrije tekst;Omschrijving;ROLSTOELEN OP DE WEG;;
A2(Zone);30;;rotonde glad bij vorst;;;;;;A2;30;Zone;Waarschuwing;Omschrijving;rotonde glad bij vorst;;
A2(Zone);30;;ROUTE VERKEERSEXAMEN;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;ROUTE VERKEERSEXAMEN;;
A1(Zone);30;;RTV Utrecht;8 km;;;;;A1;30;Zone;Vrije tekst;Omschrijving;RTV Utrecht;;
A1(Zone);30;;Ruimzicht-west;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Ruimzicht-west;;
A1(Zone);60;;ruiters rechts aanhouden;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;ruiters rechts aanhouden;;
A1;15;;rustig rijden i.v.m. de buurt;;;;;;A1;15;;Vrije tekst;Omschrijving;rustig rijden i.v.m. de buurt;;
A1;15;;Rustig wegrijden Schritttempo Fahren Motor niet onnodig laten draaien Motor bitte Abstellen Portieren rustig sluiten Autotür ruhig schließen;;;;;;A1;15;;Vrije tekst;Omschrijving;Rustig wegrijden Schritttempo Fahren Motor niet onnodig laten draaien Motor bitte Abstellen Portieren rustig sluiten Autotür ruhig schließen;;
A1(Zone);30;;SANDELINGEN-AMBACHT;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;SANDELINGEN-AMBACHT;;
A1;15;;School;;;;;;A1;15;;Waarschuwing;Omschrijving;School;;
A1;30;;school;;;;;;A1;30;;Waarschuwing;Omschrijving;school;;
A1;30;;School;;;;;;A1;30;;Waarschuwing;Omschrijving;School;;
A4;30;;school;motor uit!;;;;;A4;30;;Waarschuwing;Omschrijving;school;;
A4;30;;School;;;;;;A4;30;;Waarschuwing;Omschrijving;School;;
A4;30;;SCHOOL;;;;;;A4;30;;Waarschuwing;Omschrijving;SCHOOL;;
A1(Zone);30;;school bereikbaar;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;school bereikbaar;;
A1(Zone);60;;school bereikbaar;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;school bereikbaar;;
A4;30;;School matig uw snelheid;;;;;;A4;30;;Waarschuwing;Omschrijving;School matig uw snelheid;;
A1(Zone);30;;School tankstation;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;School tankstation;;
A1(Zone);30;;School zone;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;School zone;;
A1(Zone);30;;SCHOOLROUTE! Hou het veilig !;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;SCHOOLROUTE! Hou het veilig !;;
A1;30;;SCHOOLZONE;;;;;;A1;30;;Waarschuwing;Omschrijving;SCHOOLZONE;;
A1(Zone);30;;schoolzone;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;schoolzone;;
A4;30;;Schoolzone;;;;;;A4;30;;Waarschuwing;Omschrijving;Schoolzone;;
A4;30;;SCHOOLZONE;plastic-en textielcontainers enkel bestemd voor inwoners Gemeente Hulst illegaal dumpen van afval is strafbaar;;;;;A4;30;;Waarschuwing;Omschrijving;SCHOOLZONE;;
A1(Zone);30;;SCHOOLZONEze;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;SCHOOLZONEze;;
A1(Zone);30;;SECTIE W2;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;SECTIE W2;;
A2(Zone);30;;SECTIE W5;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;SECTIE W5;;
A1(Zone);30;;sector 1 ma t/m vr 09.00-13.00 h;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;sector 1 ma t/m vr 09.00-13.00 h;;
A1;15;;Siebrand;;;;;;A1;15;;Vrije tekst;Omschrijving;Siebrand;;
A1;50;;Silverdome volg Van Tuyllpark;;;;;;A1;50;;Parkeerinstructie;Omschrijving;Silverdome volg Van Tuyllpark;;
A1;50;;SITUATIE GEWIJZIGD;;;;;;A1;50;;Vrije tekst;Omschrijving;SITUATIE GEWIJZIGD;;
A1(Zone);30;;Situatie gewijzigd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Situatie gewijzigd;;
A1(Zone);60;;situatie gewijzigd;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;situatie gewijzigd;;
A2;50;;Situatie gewijzigd;;;;;;A2;50;;Vrije tekst;Omschrijving;Situatie gewijzigd;;
A2(Zone);30;;situatie gewijzigd;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;situatie gewijzigd;;
A2(Zone);30;;SITUATIE GEWIJZIGD;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;SITUATIE GEWIJZIGD;;
A1(Zone);30;;Situatie gewijzigd obstakels op trottoir;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Situatie gewijzigd obstakels op trottoir;;
A2(Zone);30;;situatie gewizigd;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;situatie gewizigd;;
A3;;;slagbomen dalen automatisch;;;;;;A3;;;Vrije tekst;Omschrijving;slagbomen dalen automatisch;;
A3;;;slagbomen dalen automatisch;;;;;;A3;;;Vrije tekst;Omschrijving;slagbomen dalen automatisch;;
A1;15;;slecht wegdek;;;;;;A1;15;;Waarschuwing;Omschrijving;slecht wegdek;;
A1;30;;slecht wegdek;;;;;;A1;30;;Waarschuwing;Omschrijving;slecht wegdek;;
A1;30;;Slecht wegdek;;;;;;A1;30;;Waarschuwing;Omschrijving;Slecht wegdek;;
A1;30;;SLECHT WEGDEK;;;;;;A1;30;;Waarschuwing;Omschrijving;SLECHT WEGDEK;;
A1;50;;slecht wegdek;4 m langer dan 6;0 m;;;;A1;50;;Waarschuwing;Omschrijving;slecht wegdek;;
A1;60;;slecht wegdek;;;;;;A1;60;;Waarschuwing;Omschrijving;slecht wegdek;;
A1;90;;slecht wegdek;;;;;;A1;90;;Waarschuwing;Omschrijving;slecht wegdek;;
A1(Zone);30;;slecht wegdek;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;slecht wegdek;;
A1(Zone);30;;Slecht wegdek;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;Slecht wegdek;;
A1(Zone);60;;slecht wegdek;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;slecht wegdek;;
A1(Zone);60;;Slecht wegdek;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;Slecht wegdek;;
A1(Zone);60;;SLECHT WEGDEK;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;SLECHT WEGDEK;;
A2(Zone);30;;slecht wegdek;;;;;;A2;30;Zone;Waarschuwing;Omschrijving;slecht wegdek;;
A4;30;;slecht wegdek;;;;;;A4;30;;Waarschuwing;Omschrijving;slecht wegdek;;
A1;60;;Slechte berm;00 M uitgezonderd werkdagen maandag t/m vrijdag van 08.00.00 tot 18.00 uur;;;;;A1;60;;Waarschuwing;Omschrijving;Slechte berm;;
A1(Zone);30;;Slechte berm;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;Slechte berm;;
A1(Zone);30;;SLECHTE BERM;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;SLECHTE BERM;;
A1(Zone);60;;slechte berm;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;slechte berm;;
A1(Zone);60;;Slechte berm;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;Slechte berm;;
A1(Zone);60;;Slechte Berm;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;Slechte Berm;;
A1(Zone);30;;Slechte bern;slik!;;;;;A1;30;Zone;Waarschuwing;Omschrijving;Slechte bern;;
A4;50;;slipgevaar;;;;;;A4;50;;Waarschuwing;Omschrijving;slipgevaar;;
A1(Zone);60;;Smalle berm;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;Smalle berm;;
A4;;;smalle rijbaan;;;;;;A4;;;Waarschuwing;Omschrijving;smalle rijbaan;;
A4;30;;smalle rijbaan;;;;;;A4;30;;Waarschuwing;Omschrijving;smalle rijbaan;;
A1(Zone);30;;Snelheid definitief verlaagd naar 30 km;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Snelheid definitief verlaagd naar 30 km;;
A1;50;;snelheid wordt gecontroleerd;;;;;;A1;50;;Vrije tekst;Omschrijving;snelheid wordt gecontroleerd;;
A1;50;;snelheids- controle;;;;;;A1;50;;Vrije tekst;Omschrijving;snelheids- controle;;
A1;30;;snelheids-controle;;;;;;A1;30;;Vrije tekst;Omschrijving;snelheids-controle;;
A1(Zone);30;;snorfietsen niet toegestaan;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;snorfietsen niet toegestaan;;
A2(Zone);30;;Snorfietsen op Nassaukade op fietspad;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Snorfietsen op Nassaukade op fietspad;;
A2(Zone);30;;Snorfietsen op Prins Hendrikkade op fietspad;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Snorfietsen op Prins Hendrikkade op fietspad;;
A2(Zone);30;;Snorfietsen op Stadhouderskade op fietspad;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Snorfietsen op Stadhouderskade op fietspad;;
A2(Zone);30;;Snorfietsen op Weesperstraat op fietspad;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Snorfietsen op Weesperstraat op fietspad;;
A2(Zone);30;;Snorfietsen op Westerdoksdijk op fietspad;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Snorfietsen op Westerdoksdijk op fietspad;;
A2(Zone);30;;Snorfietsen op Wibautstraat op fietspad;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Snorfietsen op Wibautstraat op fietspad;;
A2(Zone);30;;Snorfietsen op Zeeburgerdijk op fietspad;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Snorfietsen op Zeeburgerdijk op fietspad;;
A2(Zone);30;;Snorfietsen op Zuiderzeeweg op fietspad;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Snorfietsen op Zuiderzeeweg op fietspad;;
A1;30;;SPEELTUIN 'De Jeugdhoek';;;;;;A1;30;;Vrije tekst;Omschrijving;SPEELTUIN 'De Jeugdhoek';;
A1;15;;spelende kinderen;;;;;;A1;15;;Waarschuwing;Omschrijving;spelende kinderen;;
A1;15;;Spelende kinderen;;;;;;A1;15;;Waarschuwing;Omschrijving;Spelende kinderen;;
A1;15;;SPELENDE KINDEREN;;;;;;A1;15;;Waarschuwing;Omschrijving;SPELENDE KINDEREN;;
A1;30;;SPELENDE KINDEREN;;;;;;A1;30;;Waarschuwing;Omschrijving;SPELENDE KINDEREN;;
A1(Zone);30;;SPELENDE KINDEREN;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;SPELENDE KINDEREN;;
A2(Zone);30;;spelende kinderen;;;;;;A2;30;Zone;Waarschuwing;Omschrijving;spelende kinderen;;
A1;15;;spelende kinderen !;;;;;;A1;15;;Waarschuwing;Omschrijving;spelende kinderen !;;
A1;100;;Spitsstrook open;;;;;;A1;100;;Vrije tekst;Omschrijving;Spitsstrook open;;
A1;90;;spoorvorming 1000 m;;;;;;A1;90;;Waarschuwing;Omschrijving;spoorvorming 1000 m;;
A1;90;;spoorvorming 100m;;;;;;A1;90;;Waarschuwing;Omschrijving;spoorvorming 100m;;
A4;30;;Sportpark;;;;;;A4;30;;Parkeerinstructie;Omschrijving;Sportpark;;
A1;50;;Stadsdeel Loosduinen;;;;;;A1;50;;Vrije tekst;Omschrijving;Stadsdeel Loosduinen;;
A1;50;;Stadt MÃ¼nster;;;;;;A1;50;;Vrije tekst;Omschrijving;Stadt MÃ¼nster;;
A1;50;;Stadt MÃ¼nster;;;;;;A1;50;;Vrije tekst;Omschrijving;Stadt MÃ¼nster;;
A1;50;;Stadt MÃ¼nster;;;;;;A1;50;;Vrije tekst;Omschrijving;Stadt MÃ¼nster;;
A1;15;;Stapvoets rijden;;;;;;A1;15;;Vrije tekst;Omschrijving;Stapvoets rijden;;
A1(Zone);30;;STAPVOETS RIJDEN 5 KM/U;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;STAPVOETS RIJDEN 5 KM/U;;
A1;120;;STEENBERGEN 2.000 m de wallevis;;;;;;A1;120;;Vrije tekst;Omschrijving;STEENBERGEN 2.000 m de wallevis;;
A1(Zone);60;;Steendam gem. Slochteren;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Steendam gem. Slochteren;;
A1;15;;Stofoverlast bij droogte;;;;;;A1;15;;Vrije tekst;Omschrijving;Stofoverlast bij droogte;;
A1;30;;stofweg;;;;;;A1;30;;Vrije tekst;Omschrijving;stofweg;;
A2(Zone);30;;Stopstreep Maasveer na 30 meter;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Stopstreep Maasveer na 30 meter;;
A1;15;;Surveillance;;;;;;A1;15;;Vrije tekst;Omschrijving;Surveillance;;
A2(Zone);30;;svp ganzen niet voeren ivm overlast;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;svp ganzen niet voeren ivm overlast;;
A1;50;;Te hard rijden is geen kunst;;;;;;A1;50;;Vrije tekst;Omschrijving;Te hard rijden is geen kunst;;
A1;50;;Te koop aanbieden van voertuigen verboden art.5.1.3 APV;;;;;;A1;50;;Vrije tekst;Omschrijving;Te koop aanbieden van voertuigen verboden art.5.1.3 APV;;
A1;15;;Terrein betreden op eigen risico;;;;;;A1;15;;Vrije tekst;Omschrijving;Terrein betreden op eigen risico;;
A1;30;;Terrein betreden op eigen risico;;;;;;A1;30;;Vrije tekst;Omschrijving;Terrein betreden op eigen risico;;
A2;5;;terrein betreden op eigen risico Cameratoezicht;;;;;;A2;5;;Vrije tekst;Omschrijving;terrein betreden op eigen risico Cameratoezicht;;
A1;15;;terrein betreden op eigen risico!;;;;;;A1;15;;Vrije tekst;Omschrijving;terrein betreden op eigen risico!;;
A1;15;;terrein voertuigen hebben voorrang;;;;;;A1;15;;Vrije tekst;Omschrijving;terrein voertuigen hebben voorrang;;
A1(Zone);30;;tijden betand parkeren ma t/ m vrij van 09.00-18.0 za 09.00-17.00 do18.00-21.00;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;tijden betand parkeren ma t/ m vrij van 09.00-18.0 za 09.00-17.00 do18.00-21.00;;
A1(Zone);30;;Tink om'e bern;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Tink om'e bern;;
A1;30;;TOEGANG ALLEEN VOOR BESTEMMINGS-VERKEER EIGEN RISICO;;;;;;A1;30;;Vrije tekst;Omschrijving;TOEGANG ALLEEN VOOR BESTEMMINGS-VERKEER EIGEN RISICO;;
A1;15;;TOEGANG HULPDIENSTEN INRIT VRIJHOUDEN;;;;;;A1;15;;Vrije tekst;Omschrijving;TOEGANG HULPDIENSTEN INRIT VRIJHOUDEN;;
A1;15;;TOEGANG OP EIGEN RISICO;;;;;;A1;15;;Vrije tekst;Omschrijving;TOEGANG OP EIGEN RISICO;;
A1(Zone);30;;Toegangsweg observatie en registratie;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Toegangsweg observatie en registratie;;
